sqft_living,sqft_lot,floors,sqft_above
3170,7062,2.0,3170
2530,7563,1.0,1440
3230,21781,2.0,3230
2120,54014,2.0,2120
1640,6750,1.0,1340
2130,9013,2.0,2130
1440,7215,1.5,1440
1940,7313,1.0,1440
1120,8576,1.0,1120
2400,5817,2.0,2400
1810,4871,2.0,1810
1270,6612,1.5,1270
1350,4023,1.0,1350
1550,435600,1.5,1550
1620,3880,1.0,920
2650,12845,1.0,1770
2510,9750,1.5,2510
2040,16200,2.0,2040
1660,5250,2.0,1660
1980,17342,2.0,1580
2690,8036,2.0,2690
2910,6110,2.0,2910
2720,9000,2.0,2670
1280,5100,1.0,1280
2160,35912,2.0,2160
1760,10835,1.0,1290
800,6016,1.0,800
930,4000,1.0,730
2040,5280,1.0,1020
1180,22000,1.0,1180
2000,10890,1.0,1390
3310,50951,2.0,3310
3130,3900,2.0,2550
2300,9900,1.0,1600
2140,9990,1.0,2140
2210,5572,1.5,1760
970,13700,1.0,970
2690,10800,1.0,2020
1890,5188,1.5,1670
3140,14923,2.0,3140
1440,43560,1.0,1150
2910,17172,2.0,2910
1310,22652,1.0,1310
2140,8800,2.0,2140
1090,6712,1.0,1090
1330,7216,1.0,1330
4690,6900,2.0,3480
1910,21374,1.0,1910
1750,11461,2.0,1750
1760,10200,1.5,1760
1810,7700,1.0,1390
1360,5754,2.0,1360
1730,9211,1.0,1730
4710,11000,2.0,3690
1010,8551,1.0,1010
2400,97138,2.0,2400
1540,8400,1.0,1540
1480,7875,1.0,740
2520,5000,2.0,2520
1210,941,2.0,1000
2670,184140,1.0,1410
3030,12590,1.5,3030
1440,3900,1.0,1440
3250,16684,2.0,3250
1750,5750,1.0,870
2120,46173,2.0,2120
1050,5156,1.5,1050
1950,3600,1.5,1430
1020,6000,1.0,1020
1820,9161,1.0,1220
2390,53941,2.0,2390
1400,7508,2.0,1400
1540,8110,1.0,1190
2370,6360,1.0,1280
670,1800,1.0,670
2420,15520,2.0,2420
1000,7800,1.0,860
2100,7350,1.0,1240
2800,5368,2.0,2800
940,11055,1.5,940
1640,5280,1.5,1640
2760,5000,1.5,1680
3660,66211,2.0,3660
3070,34412,1.0,2070
1100,10125,1.0,1100
3130,19530,1.0,1690
1320,7155,1.0,1320
1470,5000,1.5,1470
1480,8009,1.0,980
2260,8715,1.0,1530
2210,10039,1.0,1710
1540,12446,1.0,1540
1910,9720,1.0,1390
1760,3520,1.0,1160
2240,6000,1.5,1270
2110,7279,1.0,2110
1396,111949,1.0,1396
3040,7274,2.0,2320
1140,5650,1.0,980
1780,12161,1.0,1160
3370,35150,1.0,1770
1484,1761,3.0,1484
2230,12753,1.0,1180
2820,39413,2.0,2820
1580,7560,1.0,1000
2040,8076,2.0,2040
2720,40813,2.0,2720
1490,956,2.0,1020
1560,9788,1.0,1560
830,1077,2.0,830
980,2490,2.0,980
1980,7000,1.0,1360
3680,11648,2.0,3680
860,5400,1.0,860
1850,5100,1.0,1020
1620,5992,2.0,1620
2240,7200,2.0,2240
1010,3060,1.5,1010
1610,7350,1.0,1610
2720,7250,2.0,2720
2080,5244,1.0,1190
1930,6600,1.0,1030
2250,8458,1.0,1450
1980,8755,1.0,1300
1960,4400,2.0,1960
1320,8625,1.0,1320
2940,5500,2.0,2340
1460,7200,1.5,1460
2330,30122,1.0,1490
2620,10107,1.0,2620
700,3876,1.0,700
1140,12000,1.0,1140
2750,35440,2.0,2750
2480,5647,2.0,2480
1130,5413,1.0,940
2770,5000,1.0,1870
1710,8814,1.0,1030
2150,27345,2.0,2150
2250,7294,2.0,2250
2960,26742,1.0,1480
2300,6984,1.0,2300
1740,5500,1.0,970
2830,3750,3.0,2830
1240,6417,1.0,1240
2180,7169,2.0,2180
2510,9887,2.0,2510
6630,13782,2.0,4930
2300,18540,1.0,1800
3220,7889,2.0,3220
2270,7887,2.0,2270
1840,9900,1.0,1840
3820,15293,2.0,3820
1660,7958,1.0,1130
3360,9767,2.0,2450
1350,8960,1.0,1350
2970,5000,2.0,2200
1000,5100,1.0,860
1190,6833,1.0,1190
1670,6034,1.0,990
1200,2002,2.0,1200
2250,10400,1.0,1280
1040,4000,1.0,930
3180,9400,2.0,2610
3180,9400,2.0,2610
2040,8800,1.0,1020
1160,10518,1.0,1160
880,10800,1.0,880
2290,36900,1.5,1690
950,7620,1.0,950
1010,14510,1.0,1010
3100,100188,1.0,1820
2560,12480,1.0,1590
2430,3600,2.5,2430
830,26329,1.0,830
2090,7634,1.0,1450
2030,8649,1.0,2030
1060,1600,2.0,1060
1090,6750,1.0,950
3400,234352,2.0,2500
1920,7455,1.0,960
1150,3000,1.0,780
3970,9500,1.0,2180
1880,11556,2.0,1880
1500,4000,1.0,1100
2190,17550,1.0,2190
2530,9932,2.0,2530
1930,11200,1.0,1430
1510,4560,2.0,1510
5510,35000,2.0,4910
1100,5200,1.0,1100
1730,6368,2.0,1730
1480,1386,3.0,1480
1150,11802,1.0,1150
1950,26500,1.0,1570
2380,10450,1.0,1400
3100,8000,1.5,2040
2010,3797,1.5,1450
2270,5760,2.0,2270
2050,16313,1.0,2050
650,5400,1.0,650
2780,7875,2.0,2780
1300,1229,2.0,1160
2730,11380,2.0,2730
3140,22100,1.0,1820
2410,8400,2.0,2410
1180,5965,1.5,1180
2600,4506,2.0,2600
1400,1650,3.0,1400
2220,9360,1.0,1110
1660,6263,2.0,1660
2330,9652,1.0,1590
1440,6720,1.0,720
2920,17023,1.0,1690
1760,6428,1.0,980
2860,40284,2.0,2860
2090,12750,1.0,1360
1910,16785,1.0,1110
3280,10558,1.0,2040
1770,12458,1.0,1770
920,6600,1.0,920
1690,8489,1.0,1690
2470,7410,2.0,1860
1040,9514,1.0,1040
1220,9147,1.0,1220
3500,13875,1.0,1830
760,3800,1.0,760
3070,16028,1.0,1870
2100,6480,1.0,1300
1660,6617,1.0,1660
1430,5960,1.5,1430
1620,17500,1.0,1620
1490,9285,1.0,1490
1170,4750,1.0,1170
1240,7500,1.0,1240
2910,6600,2.0,1920
2660,192099,1.0,2660
2220,8797,1.0,2220
1920,10000,1.0,1070
2780,4002,2.0,2780
3110,4408,2.5,2510
1820,9766,1.0,1450
1765,7652,2.0,1765
1800,9550,1.0,1320
2650,144183,1.0,2650
1410,3600,1.5,1310
1650,3076,2.0,1650
1180,8240,1.0,1180
800,8850,1.0,800
1430,7921,1.0,1430
3300,7860,2.0,2410
1220,10170,1.0,980
3530,7202,2.0,2660
1380,4048,1.5,1380
1410,5000,1.0,810
3360,6750,2.0,3360
2270,24237,1.0,1360
2890,9045,2.0,2890
1750,3861,1.5,1750
1010,8711,1.0,1010
3780,23623,2.0,3780
1880,11700,1.0,1880
800,5220,1.0,800
4720,493534,2.0,3960
1060,10600,1.5,1060
2530,27227,2.0,2530
1980,13132,1.0,1260
1650,5102,1.0,1300
1890,3930,2.0,1890
3360,11637,2.0,3360
630,4200,1.0,630
1980,4000,2.0,1980
990,4250,1.0,840
3420,115434,2.0,3420
3440,35025,2.0,3440
1300,14138,1.0,1300
2040,28593,1.5,2040
1250,7700,1.0,1250
1960,14242,1.0,1290
2720,8120,1.0,1360
3250,11780,2.0,2360
3190,4700,2.0,3190
2570,7980,2.0,2570
1420,6984,1.0,980
2120,9442,1.0,1060
2080,167270,1.0,2080
2740,5735,2.0,2740
1250,5375,1.0,1250
2150,4500,1.5,1260
3230,12100,1.0,1870
860,8511,1.0,860
2810,11902,2.0,2810
1040,4000,1.0,1040
1160,18055,1.0,1160
1470,2781,2.0,1470
2350,13402,2.0,1670
1660,8307,1.0,1660
2020,9750,1.0,1100
890,8180,1.0,890
2430,5500,2.0,1810
1460,7700,1.0,1460
980,7200,1.0,980
2580,10631,2.0,2580
1250,7543,1.0,1250
3140,9085,1.0,1570
2680,3011,2.0,1870
1810,8048,1.0,1290
2090,4698,2.0,2090
1120,8763,1.0,1120
1790,7175,1.5,1410
870,2676,1.0,820
3160,19745,1.5,1840
2350,12480,1.0,1600
1810,4113,2.0,1810
3160,8197,1.0,1580
1660,3600,1.0,1000
2500,9583,1.0,1300
2880,11443,2.0,2880
1470,8400,1.0,1470
1460,7573,2.0,1460
5490,19897,2.0,5490
2480,15022,1.0,1330
1140,1332,3.0,1140
1830,13042,2.0,1830
3110,6829,2.0,3110
2630,11213,1.0,1430
2390,12000,1.0,1470
1750,10284,1.0,1750
4370,422967,1.0,2580
1020,4512,1.0,770
2500,6733,1.0,1770
1540,7210,2.0,1540
2200,6900,2.0,2200
1940,7415,2.0,1940
1453,2225,2.0,1453
1830,3200,2.0,1830
2000,15900,1.0,1000
1400,8451,1.5,1400
2400,29252,2.0,2400
1390,16000,1.0,1390
1680,11250,1.0,1680
1820,5054,1.0,910
1140,3750,1.0,1140
1060,12690,1.0,1060
3050,50965,2.0,3050
970,11963,1.0,970
1320,3954,1.5,1320
1890,6000,1.0,1110
2040,2750,1.5,1260
2370,3672,1.5,1650
2720,54450,2.0,2720
1970,7532,1.0,1390
2180,10230,1.0,1090
2990,216057,2.0,2990
2180,8475,1.0,1330
1440,5469,1.0,1440
3180,13653,2.0,3180
1643,14616,1.0,1643
1530,7816,1.0,1530
1310,7697,1.0,850
2800,5120,2.5,2800
1510,7642,1.0,1510
2700,5001,2.0,2700
2220,15600,1.0,1140
1440,45302,2.0,1440
1300,9334,1.0,1300
2230,3600,2.0,1630
1390,4482,1.0,1390
2760,40946,2.0,2760
3200,7282,2.0,3200
1240,4000,1.0,1240
1960,47044,2.0,1960
2190,19800,1.0,2190
3540,18168,2.0,3540
2640,4080,2.0,1840
2660,5000,1.5,1940
1670,9500,1.0,1670
3080,12100,2.0,2080
2890,6825,1.0,1560
1800,9597,1.0,1200
2000,7650,1.5,1790
1940,6654,1.5,1940
1940,6654,1.5,1940
960,9531,1.0,960
1750,46173,2.0,1750
2320,5000,2.0,1620
2380,8204,1.0,1540
6490,10862,2.0,3940
1620,4240,1.5,1620
1770,33224,1.0,1770
2320,5663,2.0,2320
1330,2183,3.0,1330
3420,21344,2.0,3420
1270,7344,1.0,970
2550,3600,2.0,1880
1860,9000,2.0,1860
1020,7615,1.0,1020
720,7140,1.0,720
4460,16271,2.0,4460
1830,7315,1.0,1250
1520,7200,1.0,1160
1080,2940,1.5,1080
1900,8002,1.0,1900
5300,37034,2.0,5300
1370,10708,1.0,1370
2960,8968,1.0,1640
960,213008,1.0,960
2190,7982,2.0,2190
3990,18115,2.0,3990
1200,2622,1.0,800
1780,5015,2.0,1780
2630,9916,2.0,2630
2300,19250,1.0,2300
3210,6825,1.0,1810
2290,4400,1.0,1290
2780,4688,2.0,2780
2650,11520,2.0,2110
1840,13020,1.0,1390
1560,7392,1.0,1030
1200,8470,1.0,1200
1900,8282,1.0,1900
710,9900,1.0,710
1360,15210,1.0,1360
2990,7292,2.0,2990
1640,26127,2.0,1640
3650,103672,1.0,2050
2920,3745,2.0,1860
3680,11491,2.0,3680
1830,9152,1.0,1830
2570,12906,2.0,2570
2730,9588,2.0,1900
1150,8000,1.5,1150
4260,18687,2.0,4260
1260,9600,1.0,1260
4440,17424,1.0,2220
2300,7680,1.0,1270
1920,9625,2.0,1920
1080,4725,1.5,1080
890,5000,1.0,890
1650,1577,2.0,1100
1820,1545,3.0,1640
2320,4800,1.5,2170
3260,5000,2.0,2630
1730,5750,1.0,1250
3320,8325,2.5,3320
1660,5422,1.0,830
3290,90796,2.0,3290
2280,8339,1.0,1220
3650,5328,1.5,2330
1620,219542,2.0,1620
2020,8555,1.0,1220
1150,12861,1.0,1150
1940,3060,1.0,1000
3440,6332,2.0,3440
2000,7560,1.0,1300
750,2786,1.0,750
1420,7200,1.0,1000
880,4814,1.0,880
2680,11214,1.0,2680
860,3000,1.0,860
1310,6738,1.0,1310
1780,4252,2.0,1540
1440,4667,2.0,1440
1510,3817,1.5,1510
2100,1397,3.0,1580
1310,1361,3.0,1310
1280,5100,1.0,880
1320,8114,1.0,1320
1740,2350,2.0,1130
2910,7364,2.0,2910
2500,12090,1.0,2500
1100,6000,1.5,1100
1381,1180,3.0,1381
960,9624,1.0,960
3840,15990,1.0,2530
2200,5954,2.0,2200
1250,7820,1.0,1250
2380,14500,1.0,1850
1500,3920,1.0,1000
1410,7622,1.0,1410
1680,3420,1.0,960
1500,13500,1.0,1500
2710,9216,1.0,1440
1730,7416,1.5,1730
960,3844,1.0,960
2380,7792,2.0,2380
1120,98445,1.5,1120
2960,37430,2.0,2960
1580,6655,1.0,790
1870,4657,2.0,1870
1810,13000,1.0,1470
2550,3784,1.5,1750
1910,12321,1.0,1100
1200,1867,1.0,600
2420,4635,1.5,2420
3080,6495,2.0,2530
3850,38830,2.0,3850
3000,22040,2.0,2470
1360,20000,1.0,1360
3670,4000,2.0,2800
2270,5000,2.0,2270
1750,11400,2.0,1750
3550,8048,2.0,3550
2370,30200,1.5,1570
1670,6600,2.0,1670
1860,12944,1.0,1860
4460,26027,2.0,4460
1080,4000,1.0,1080
1080,4000,1.0,1080
2280,4280,1.0,1280
2540,32647,2.0,2540
2560,5000,1.0,1280
2390,9300,1.0,1430
2870,8995,1.0,1870
1510,4800,1.0,860
2200,11520,1.0,2200
720,5040,1.0,720
2970,9600,2.0,2970
960,6497,1.0,960
1420,5000,1.5,1420
1800,9010,1.0,1300
3090,5600,2.0,3090
1200,7280,1.0,1200
4065,18713,2.0,4065
2570,22215,2.0,2570
1530,5401,1.0,1530
1500,13430,1.0,1500
2490,5706,2.0,2490
3040,12522,2.0,3040
4140,32700,1.0,2190
1690,10854,1.0,1690
1430,10350,1.0,1430
2490,9714,1.0,1400
1350,7200,1.0,1350
3140,14421,2.0,3140
2340,52272,2.0,2340
1610,14182,1.0,1100
3320,38032,2.0,3320
2390,15669,2.0,2390
1180,13927,1.0,1180
1260,1312,3.0,1260
1800,4400,1.0,1350
1790,12000,1.0,1790
1760,6300,1.0,1060
1540,8885,1.0,1440
1260,3880,1.0,860
2240,7589,2.0,2240
1630,1724,1.5,1030
2350,7203,2.0,2350
1350,8587,1.0,1350
1320,4800,1.0,870
1950,2617,1.5,1250
2100,9200,1.0,1050
3480,7800,1.0,1750
1830,2839,2.0,1830
2640,5000,2.0,2040
900,2550,1.0,900
1553,6550,1.0,1553
1710,2300,2.0,1570
3400,292723,2.0,3400
1270,5112,1.0,1270
2960,12420,1.0,1480
3040,9606,2.0,3040
1430,9750,1.0,1430
1520,4170,2.0,1520
1820,9450,1.0,1100
1800,11200,1.0,1270
2720,4000,2.0,2070
1980,5850,1.0,1380
2550,7349,2.0,2550
2210,16200,1.0,1390
2120,4080,2.0,2120
1570,6717,1.0,1570
1310,6960,1.0,1310
3150,4120,2.0,2460
3870,35889,2.0,2530
1840,4322,1.0,1160
1120,8321,1.0,1120
1440,2500,2.0,1440
2300,26650,1.0,2300
2070,11658,1.0,1370
1420,8063,1.0,940
2010,7495,1.0,1570
1200,5000,1.0,1200
1150,6634,1.0,860
1240,7200,1.0,1240
1900,4871,2.0,1900
2350,10072,2.0,2350
1120,8342,1.0,1120
1020,6871,1.0,1020
1930,8338,1.0,1930
2680,7625,1.0,2680
2660,11315,2.0,2660
2200,7200,1.0,1220
1010,7683,1.5,1010
2310,7490,2.0,2310
920,3863,1.0,920
3030,4120,1.5,1930
1590,9620,1.0,1590
2740,88426,2.0,2740
960,10761,1.0,960
2240,7227,2.0,1440
2400,6182,2.0,2400
2860,20790,1.0,1800
2960,5027,2.0,2960
3770,4103,2.0,2710
3830,68825,2.0,3830
2750,9001,1.0,2750
2100,6874,1.0,1300
1500,8400,1.0,1200
710,4618,1.0,710
2770,10800,1.5,1910
2050,6720,1.0,1050
1960,10275,2.0,1960
1770,6000,2.0,1770
3290,22649,2.0,3290
1990,6000,1.0,1260
1760,5250,1.0,1000
5080,27755,2.0,5080
1020,8102,1.0,1020
1350,92721,1.0,1200
1740,12000,2.0,1740
3540,38322,2.0,3540
1520,8720,1.0,1080
290,20875,1.0,290
1310,9761,1.0,1310
3000,24004,1.0,2410
2660,20369,2.0,2660
2120,9804,2.0,2120
1200,2845,2.0,1200
1900,9861,1.0,1900
1010,948,3.0,1010
1850,7480,2.0,1850
4520,40164,2.0,3580
2010,251341,2.0,1510
2420,23507,1.0,2420
2732,9500,1.0,1870
1910,6960,1.5,1910
3520,5400,2.0,2400
2220,3760,1.5,1370
2020,5800,1.0,1760
2090,7290,1.0,1420
1580,7424,1.0,1010
2650,11340,1.0,2650
1020,11652,1.0,1020
1070,1219,2.0,720
2120,9786,1.0,1640
1360,10609,1.0,1060
1700,12048,2.0,1700
1820,8712,1.0,1090
1430,8400,1.0,730
4140,7089,2.0,3160
1313,3600,1.0,1313
1590,87120,1.0,1590
1080,9262,1.0,1080
2730,6000,1.0,1470
3800,19798,2.0,3800
2540,9961,1.0,1320
1810,34500,1.0,1230
1540,7506,1.0,1540
1390,18000,1.0,1390
1460,4800,1.0,850
2350,63162,2.0,2350
1160,7912,1.0,1160
3500,5960,2.0,3500
1980,6922,2.0,1980
1250,7700,1.0,1250
770,7200,1.0,770
1920,6710,1.0,1320
1120,7560,1.0,1120
1150,12402,1.0,1150
1590,2550,3.0,1590
910,3880,1.0,780
1870,6625,1.0,960
2420,11250,2.0,2420
2120,7110,1.5,2120
2730,17240,1.0,1660
2560,5672,2.0,2560
2620,10016,2.0,2620
2760,8558,2.0,2760
2900,9799,1.0,1450
1820,6324,1.0,910
1870,8400,1.0,990
2010,9211,1.0,1470
940,6000,1.0,940
1850,6000,1.5,1650
2530,4229,2.0,2530
940,4700,1.0,940
1820,15000,1.0,1480
1510,3360,1.0,880
2070,5415,2.0,2070
1380,1547,3.0,1380
1270,6250,1.0,910
1390,9680,1.0,1390
1840,7510,2.0,1840
1600,12566,1.0,1600
1480,9606,1.0,1100
2120,7806,1.0,1770
2940,5400,1.5,1940
3820,26895,2.0,3820
2740,3838,1.0,1370
4360,12081,2.0,4360
1540,1870,2.0,1540
4660,17398,2.0,4660
1590,7617,2.0,1590
1180,10720,1.0,1180
2360,8286,1.0,1320
1860,7500,1.0,1220
1470,4000,1.0,1070
2990,12970,1.5,1960
1690,9144,1.0,1140
660,3570,1.0,660
2310,7620,2.0,2310
770,2191,1.0,770
2320,3174,2.0,2060
1370,159865,1.0,1370
1700,7650,1.0,1340
960,5508,1.0,770
1150,5664,1.0,870
2910,4680,1.5,1850
2290,7420,1.0,1290
2260,5164,2.0,2260
1300,4000,1.0,900
1850,7151,2.0,1850
1920,9500,1.0,1470
1920,9500,1.0,1470
4910,43560,2.0,4000
2210,6080,1.0,1410
2280,3200,1.5,1520
1640,7437,1.0,1090
1980,7200,2.0,1700
900,4084,1.5,900
1960,4340,1.0,980
1800,4500,2.0,1800
4270,5800,2.0,3170
1520,19672,1.0,1020
5430,108900,2.0,5430
1950,15037,1.0,1950
2190,125452,1.0,2190
1200,10890,1.0,1200
2180,4000,1.5,1380
2320,11259,2.0,2320
1040,5097,1.0,800
2700,6998,2.0,2700
1400,2445,1.0,840
2060,8123,2.0,1010
780,8160,1.0,780
2400,5000,1.5,1440
2900,15535,1.0,1870
1740,9547,1.0,1740
780,6250,1.0,780
2430,14861,1.0,1530
2210,8556,1.0,1210
1510,11200,1.0,1510
900,5413,1.0,900
3670,7000,2.0,3670
1160,954,2.0,960
1070,1200,2.0,1070
950,4560,1.5,950
2950,6667,2.0,2950
1420,1716,2.0,1050
1590,13000,1.5,1590
1290,5000,1.5,1290
1690,4500,1.0,1690
1340,8700,1.5,1340
1397,18000,1.0,1397
3750,218506,2.0,3750
2000,7560,1.0,1400
2250,7904,1.5,2250
840,8400,1.0,840
1100,5100,2.0,1100
1660,5100,1.0,1210
2180,18525,1.0,1580
1460,8400,1.0,1460
2470,4945,2.0,2470
1250,13503,1.5,1250
1480,3876,1.0,860
2240,5000,2.0,1540
1570,7200,1.0,1570
3250,10000,2.0,3250
1790,231303,1.0,1250
2080,4931,2.0,2080
1480,1171,3.0,1480
3610,9775,2.0,3610
2040,4559,2.0,2040
3850,19842,2.0,3180
3230,35306,2.0,3230
2440,23512,1.0,1640
1490,6600,1.0,1490
1150,35415,1.0,1010
900,6000,1.0,900
3210,24527,1.5,3210
3900,5250,1.5,2620
1240,18000,1.0,1240
1760,6788,2.0,1760
1410,1377,2.0,1290
2780,11964,2.0,2780
3230,3825,2.0,2480
4600,8764,2.0,3180
1440,4421,1.0,1440
1200,1687,3.0,1200
2793,5703,2.0,2793
2970,5050,2.0,2970
1440,3218,1.0,850
1480,1026,3.0,1480
1870,5333,2.0,1870
2475,4000,2.0,2475
2950,7024,2.0,2950
1410,905,3.0,1410
2240,3712,2.0,2240
3230,6500,2.0,3230
2100,31550,1.0,2100
1936,9495,1.0,1936
3120,6000,2.0,3120
2070,4270,2.0,2070
3700,4500,2.0,3700
2130,5205,2.0,2130
1620,997,2.5,1540
1490,2478,3.0,1490
4180,7232,2.0,4180
1400,1262,2.0,1160
3490,9170,2.0,3490
1300,6098,1.0,1300
2730,4962,2.0,2730
1830,2517,2.0,1830
2340,4500,2.0,2340
1410,1899,2.0,1410
1930,8254,2.0,1930
3028,18055,2.0,3028
3180,4869,2.0,2390
2950,4161,2.0,2210
1430,1276,3.0,1430
1020,1275,3.0,1020
1650,1793,3.0,1650
1060,651,3.0,1060
2620,6019,2.0,2620
1830,3868,2.0,1830
998,844,2.0,798
2070,4427,2.0,2070
2860,2199,3.0,2860
1920,5688,1.0,1920
1210,2046,2.0,920
4890,12039,2.0,3590
3420,17038,2.0,3420
2870,3225,2.0,2070
1600,2042,2.0,1600
960,1829,2.0,960
1740,5639,1.0,1740
2575,4725,2.0,2575
3660,11995,2.0,3660
1420,1230,2.0,940
3070,7200,2.0,3070
1920,144619,1.0,1920
4160,10335,2.0,4160
3276,10801,2.0,3276
2890,5000,1.0,1310
3430,10177,2.0,3430
3390,3979,2.0,2610
2930,14980,2.0,2930
1300,1314,3.0,1300
1250,1208,2.0,1040
2310,7800,2.0,2310
1360,1336,3.0,1360
2020,5100,2.0,2020
1270,1067,3.0,1270
2790,8092,2.0,2790
2320,4142,2.0,2320
1750,6351,2.0,1750
2030,4596,2.0,2030
1270,865,2.0,1080
2710,2356,2.0,2230
2520,8433,2.0,2520
1340,1263,3.0,1340
1570,1281,3.0,1570
2690,5564,2.0,2690
2475,4276,2.0,2475
2260,2050,2.0,1170
840,863,3.0,840
1720,1330,2.0,1030
2940,6500,3.0,2940
4170,9090,2.0,4170
4310,10000,2.0,2950
3010,7200,2.0,3010
2170,1984,2.5,2170
1584,3200,2.0,1584
1110,1290,3.0,1110
2420,5006,2.0,2420
1430,1210,2.0,1340
2393,4788,2.0,2393
1240,949,3.0,1240
2980,12075,1.0,1910
2970,6587,2.0,2260
2329,5720,2.0,2329
3340,9075,2.0,2600
2580,2875,2.0,2580
2029,3906,2.0,2029
3430,6500,2.0,3050
3330,5042,2.0,2470
3220,5081,2.0,3220
1240,750,2.0,1150
1500,1249,2.0,1240
3530,8345,2.0,3530
1260,915,2.0,1020
4168,8485,2.0,3222
1030,2850,2.0,1030
3080,5598,2.0,3080
1072,4339,2.0,1072
2790,5000,2.0,2790
4090,16972,2.0,3590
1800,4357,2.0,1800
830,1276,2.0,830
2280,4557,2.0,2280
2110,1286,2.0,1710
1570,1680,3.0,1570
830,1333,2.0,830
4120,8258,2.0,4120
2540,5760,2.0,2540
2050,4000,2.0,2050
3080,7242,2.0,3080
2390,1984,2.0,2220
3170,5100,2.0,3170
1240,1331,2.0,1050
1090,1139,2.0,960
4630,6324,2.0,3210
3230,5899,2.0,3230
3510,9263,2.0,3510
1785,2552,2.0,1785
2360,3873,2.0,1990
2340,9716,1.0,2340
1620,1075,3.0,1540
3890,3452,2.0,2890
3590,5335,2.0,3140
1984,4460,2.0,1984
1640,1023,3.0,1640
1350,942,3.0,1350
2730,5707,2.0,2000
5610,11063,3.0,4750
962,1992,2.0,962
3040,4006,2.0,2350
2540,10578,2.0,2010
2240,4800,2.0,2240
1260,1270,2.0,1040
3210,7200,2.0,2410
1620,1171,3.0,1470
1580,1972,2.5,1180
1430,1250,3.0,1430
1850,5388,2.0,1850
3340,5314,2.0,3340
2670,4800,2.0,2670
4660,16200,2.0,4660
1550,930,2.0,1060
3470,6651,2.0,3470
3010,7014,2.0,3010
3931,9497,2.0,2650
1800,2700,2.0,1800
1570,1551,3.0,1570
2230,3939,2.0,2230
2423,7292,2.0,2423
1160,1174,2.0,790
1440,4666,1.0,1440
2052,3723,2.0,2052
2780,9272,2.0,2780
3720,5750,2.0,2960
1460,1851,2.0,1180
1370,1540,2.0,1100
3600,6110,2.0,2510
1420,1282,3.0,1420
980,895,2.0,670
1790,2700,2.0,1790
2010,5399,2.0,2010
2370,4200,2.0,2370
2560,6238,2.0,2560
1900,6224,2.0,1900
1350,1493,2.0,1050
2650,6717,2.0,2650
3020,7035,2.0,3020
1500,2255,2.0,1500
1320,1014,3.0,1320
3120,7644,2.0,3120
1540,1270,3.0,1540
1800,2790,2.0,1800
3640,6389,2.0,3640
2440,4153,2.0,2440
3970,7314,2.0,3970
2060,4200,2.0,2060
2538,4600,2.0,2538
4270,8076,2.0,3400
1320,3150,2.0,1320
3340,5700,2.0,3340
1590,1679,2.0,1590
2710,4500,2.0,2710
3140,7258,2.0,3140
1445,1028,2.0,1300
2430,5000,2.0,2430
1370,915,2.0,1100
5050,9520,2.0,3610
1860,1290,2.0,1240
5330,6000,2.0,3570
1710,2171,2.0,1400
2650,4120,2.0,2650
2590,7891,2.0,2590
2610,5562,2.0,2610
1770,1235,3.0,1600
3730,8014,2.0,3730
2420,5244,2.0,2420
3330,7399,2.0,3330
1910,3481,2.0,1910
2170,7665,1.0,2170
2437,5136,2.0,2437
4180,12042,2.0,4180
1800,2791,2.0,1800
2570,7412,2.0,2570
2090,5195,2.0,2090
2789,3960,2.0,2789
2906,5893,2.0,2906
2550,6405,2.0,2550
3550,9400,2.0,3550
1590,926,3.0,1590
1950,1968,2.0,1160
3250,4500,2.0,3250
4590,14685,2.0,4590
3070,7201,2.0,3070
3030,7644,2.0,2830
2610,5845,2.0,2610
3150,6202,2.0,3150
1240,983,3.0,1240
1680,2801,2.0,1680
2220,5279,2.0,2220
4800,12727,2.0,4800
3100,4699,2.0,3100
7850,89651,2.0,7850
3590,5625,2.0,3590
1590,942,3.0,1590
2242,4800,2.0,2242
2490,3582,2.0,1720
1530,1442,3.0,1530
2150,3143,2.0,2150
2440,4800,2.0,2440
1270,1483,3.0,1270
1450,4706,2.0,1450
2690,4047,3.0,2690
2755,4831,2.0,2755
2650,3474,2.0,2230
2310,3075,2.0,1730
1460,1452,2.0,1140
1400,9000,1.0,1400
2196,7475,2.0,2196
2020,2750,2.0,1680
4280,8465,2.0,4280
2340,5002,2.0,2340
2220,4228,2.0,2220
4420,5940,2.0,3410
1580,4961,2.0,1580
3550,6558,2.0,3550
1510,851,3.0,1420
1360,1419,2.0,1040
2040,13590,2.0,2040
1120,912,3.0,1120
4490,5099,2.0,3390
3560,6786,2.0,2930
2150,5760,1.0,2150
2130,5088,2.0,1840
2990,6370,2.0,2990
1847,8000,2.0,1847
2610,7227,2.0,2610
1670,107157,1.0,1670
1860,415126,2.0,1860
3440,9776,2.0,3440
3510,9364,2.0,3510
1740,1279,3.0,1740
2240,5500,2.0,2240
1550,1485,3.0,1550
1390,745,3.0,1390
2500,6000,2.0,2500
2710,3326,2.0,1650
1720,3012,2.0,1720
1760,1146,3.0,1760
2270,8196,1.0,1150
1690,1765,2.0,1370
4000,9234,2.0,4000
2880,9003,2.0,2880
1480,1531,3.0,1480
1950,4949,2.0,1950
2700,5150,2.0,2700
2210,3917,2.0,1500
2370,3692,2.5,2370
1310,1254,2.0,850
2410,4293,2.0,2410
3360,5402,2.0,3360
3040,4155,2.0,2350
2140,6355,2.0,2140
